Age,Gender,Tenure_Months,Monthly_Charges,Contract_Type,Internet_Service,Tech_Support,Payment_Method,Churn
56,Female,12,77.12,Month-to-Month,No,No,Credit Card,No
36,Male,18,65.7,Month-to-Month,DSL,No,Mailed Check,No
61,Male,31,99.91,One Year,DSL,No,Bank Transfer,No
59,Male,71,116.13,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
63,Female,30,53.06,Two Year,DSL,No,Bank Transfer,No
30,Female,27,21.23,One Year,Fiber Optic,Yes,Mailed Check,No
65,Male,65,80.77,Month-to-Month,DSL,No,Credit Card,No
19,Female,67,30.59,One Year,Fiber Optic,No,Mailed Check,No
49,Male,32,24.37,Month-to-Month,DSL,Yes,Electronic Check,No
51,Female,43,41.02,Month-to-Month,DSL,Yes,Bank Transfer,Yes
65,Female,43,100.44,Month-to-Month,DSL,No,Credit Card,Yes
67,Female,16,22.0,Month-to-Month,DSL,No,Mailed Check,Yes
72,Female,21,90.67,Two Year,DSL,No,Electronic Check,No
52,Male,63,114.81,Month-to-Month,DSL,No,Bank Transfer,Yes
46,Male,25,114.62,Month-to-Month,DSL,No,Credit Card,No
67,Female,66,109.71,Month-to-Month,DSL,No,Mailed Check,Yes
20,Male,17,115.3,One Year,Fiber Optic,Yes,Bank Transfer,Yes
69,Female,32,48.19,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
63,Female,68,32.19,Month-to-Month,Fiber Optic,No,Credit Card,Yes
24,Female,34,47.28,One Year,Fiber Optic,No,Mailed Check,Yes
71,Female,71,104.52,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
67,Female,45,14.89,Month-to-Month,Fiber Optic,No,Credit Card,No
51,Female,17,78.22,Month-to-Month,DSL,No,Credit Card,Yes
32,Male,40,19.94,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
38,Female,2,111.51,Month-to-Month,DSL,Yes,Credit Card,No
33,Male,37,26.06,One Year,Fiber Optic,No,Mailed Check,Yes
37,Female,44,22.71,One Year,Fiber Optic,No,Credit Card,Yes
33,Male,10,84.78,Month-to-Month,Fiber Optic,No,Credit Card,Yes
33,Male,26,65.38,Month-to-Month,DSL,No,Mailed Check,Yes
59,Female,43,75.56,Month-to-Month,DSL,No,Electronic Check,Yes
25,Male,70,17.7,Month-to-Month,DSL,Yes,Mailed Check,No
27,Male,4,59.78,Month-to-Month,DSL,No,Electronic Check,Yes
40,Female,14,83.27,One Year,Fiber Optic,No,Credit Card,Yes
56,Male,5,40.41,Month-to-Month,DSL,Yes,Mailed Check,Yes
67,Female,68,79.5,Month-to-Month,No,No,Credit Card,No
24,Female,61,39.86,Two Year,Fiber Optic,No,Mailed Check,No
50,Male,3,119.76,Month-to-Month,No,Yes,Electronic Check,No
64,Female,61,110.34,Two Year,Fiber Optic,Yes,Credit Card,No
49,Female,52,76.4,Month-to-Month,DSL,No,Credit Card,No
33,Male,24,80.4,Month-to-Month,DSL,No,Credit Card,Yes
40,Female,25,103.74,One Year,DSL,No,Mailed Check,Yes
47,Female,29,62.98,Month-to-Month,DSL,No,Credit Card,Yes
23,Female,38,30.0,Month-to-Month,DSL,Yes,Bank Transfer,No
19,Female,18,65.83,Month-to-Month,No,No,Bank Transfer,No
64,Female,44,16.88,Month-to-Month,DSL,No,Bank Transfer,Yes
22,Male,52,48.74,One Year,DSL,No,Mailed Check,Yes
41,Male,45,53.47,One Year,DSL,No,Credit Card,No
35,Male,6,51.06,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
35,Female,48,49.65,Month-to-Month,Fiber Optic,No,Mailed Check,No
46,Male,53,82.48,Two Year,DSL,Yes,Bank Transfer,No
59,Male,29,79.13,Month-to-Month,DSL,No,Electronic Check,Yes
30,Male,58,94.19,Month-to-Month,DSL,No,Credit Card,Yes
63,Male,53,72.73,Month-to-Month,No,Yes,Credit Card,Yes
32,Male,39,29.05,Month-to-Month,No,Yes,Electronic Check,No
60,Male,53,71.65,One Year,DSL,Yes,Electronic Check,No
30,Male,20,99.23,One Year,DSL,No,Electronic Check,Yes
20,Female,39,46.51,Month-to-Month,Fiber Optic,Yes,Credit Card,No
44,Male,14,26.07,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
71,Male,32,75.62,Month-to-Month,DSL,Yes,Electronic Check,No
32,Male,28,26.58,One Year,DSL,Yes,Mailed Check,No
68,Female,41,87.05,Month-to-Month,Fiber Optic,Yes,Credit Card,No
40,Female,14,48.01,One Year,DSL,No,Bank Transfer,No
64,Female,31,98.53,One Year,DSL,No,Electronic Check,No
40,Male,55,99.51,One Year,DSL,No,Electronic Check,Yes
69,Male,45,46.25,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
60,Male,15,62.25,Month-to-Month,DSL,No,Mailed Check,No
50,Male,27,84.35,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
46,Male,30,108.22,Two Year,Fiber Optic,Yes,Mailed Check,Yes
37,Male,35,60.45,Month-to-Month,DSL,No,Mailed Check,No
63,Male,35,98.57,One Year,DSL,No,Electronic Check,No
62,Male,64,86.5,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
73,Female,69,91.0,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
62,Male,50,106.26,Two Year,Fiber Optic,Yes,Electronic Check,No
50,Male,28,44.84,Month-to-Month,No,No,Bank Transfer,Yes
55,Female,36,92.75,Two Year,DSL,No,Mailed Check,Yes
56,Female,63,30.17,One Year,Fiber Optic,No,Credit Card,No
29,Male,57,51.73,One Year,No,No,Electronic Check,No
47,Male,57,61.33,Month-to-Month,Fiber Optic,No,Credit Card,Yes
63,Male,14,83.5,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
47,Female,37,18.88,Two Year,Fiber Optic,Yes,Mailed Check,Yes
27,Female,31,92.14,Two Year,Fiber Optic,No,Credit Card,Yes
47,Female,11,56.93,One Year,Fiber Optic,No,Mailed Check,Yes
55,Male,39,100.18,One Year,DSL,No,Electronic Check,No
52,Male,3,79.54,Two Year,DSL,No,Mailed Check,No
18,Male,28,17.4,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
23,Female,45,82.3,Month-to-Month,DSL,No,Bank Transfer,Yes
70,Female,54,20.04,Two Year,DSL,No,Bank Transfer,No
55,Male,50,31.73,One Year,Fiber Optic,No,Electronic Check,Yes
58,Male,51,87.3,One Year,DSL,No,Mailed Check,No
57,Male,28,11.99,One Year,No,Yes,Credit Card,No
63,Male,64,72.66,Two Year,DSL,No,Electronic Check,No
63,Female,7,110.6,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
47,Male,66,12.7,Month-to-Month,No,No,Mailed Check,No
43,Male,51,22.1,One Year,No,No,Mailed Check,No
21,Male,13,46.65,Month-to-Month,DSL,No,Bank Transfer,Yes
65,Female,48,55.98,Two Year,DSL,No,Bank Transfer,No
45,Female,5,46.51,Month-to-Month,Fiber Optic,No,Credit Card,Yes
74,Female,66,71.04,Month-to-Month,DSL,No,Credit Card,No
25,Male,35,76.93,Month-to-Month,DSL,No,Credit Card,No
68,Female,6,30.2,Month-to-Month,DSL,No,Electronic Check,Yes
31,Female,13,80.97,Month-to-Month,DSL,Yes,Mailed Check,Yes
71,Male,11,96.19,Month-to-Month,DSL,No,Bank Transfer,Yes
22,Female,20,91.35,Two Year,Fiber Optic,No,Electronic Check,Yes
25,Male,41,85.22,One Year,DSL,No,Electronic Check,No
61,Male,41,64.85,Month-to-Month,No,No,Bank Transfer,Yes
65,Male,27,59.93,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
27,Male,13,95.26,One Year,DSL,No,Mailed Check,Yes
22,Male,9,85.34,Month-to-Month,DSL,No,Credit Card,No
36,Female,66,52.1,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
72,Female,14,52.33,One Year,DSL,No,Bank Transfer,No
51,Male,20,86.75,Month-to-Month,Fiber Optic,No,Credit Card,Yes
26,Female,14,37.78,Month-to-Month,DSL,Yes,Bank Transfer,No
74,Male,56,55.32,One Year,DSL,No,Credit Card,No
59,Male,65,43.46,Month-to-Month,Fiber Optic,Yes,Mailed Check,Yes
46,Female,54,73.98,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
27,Male,44,33.34,Month-to-Month,No,No,Electronic Check,No
59,Male,62,43.61,Month-to-Month,DSL,No,Mailed Check,Yes
60,Female,58,24.81,Two Year,Fiber Optic,No,Credit Card,Yes
38,Male,52,20.15,One Year,No,Yes,Mailed Check,No
62,Male,53,104.25,One Year,DSL,No,Bank Transfer,No
51,Male,40,103.32,Month-to-Month,DSL,No,Bank Transfer,Yes
66,Male,53,36.83,Month-to-Month,Fiber Optic,Yes,Bank Transfer,Yes
34,Male,53,46.48,One Year,Fiber Optic,No,Electronic Check,No
42,Female,36,87.64,Month-to-Month,Fiber Optic,Yes,Bank Transfer,Yes
19,Male,71,60.51,Month-to-Month,Fiber Optic,No,Credit Card,Yes
36,Male,37,42.22,Month-to-Month,DSL,No,Bank Transfer,Yes
62,Male,36,50.74,Two Year,Fiber Optic,No,Mailed Check,No
36,Female,38,20.98,Month-to-Month,No,No,Credit Card,Yes
35,Male,64,77.99,Month-to-Month,Fiber Optic,Yes,Credit Card,Yes
31,Female,7,55.79,Month-to-Month,DSL,No,Bank Transfer,Yes
71,Male,48,61.27,Month-to-Month,Fiber Optic,Yes,Electronic Check,Yes
52,Female,40,29.99,Month-to-Month,No,No,Electronic Check,Yes
48,Female,7,46.48,Month-to-Month,DSL,Yes,Mailed Check,No
49,Male,38,67.31,Month-to-Month,No,Yes,Electronic Check,Yes
58,Male,26,82.13,Month-to-Month,DSL,No,Electronic Check,Yes
53,Male,34,104.7,Month-to-Month,No,No,Credit Card,Yes
59,Female,30,41.91,Two Year,No,Yes,Credit Card,No
52,Female,29,46.1,Two Year,Fiber Optic,No,Bank Transfer,No
73,Female,54,87.67,One Year,Fiber Optic,Yes,Credit Card,No
53,Female,69,86.07,Two Year,No,No,Credit Card,No
53,Female,50,63.05,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
37,Female,21,85.84,Month-to-Month,DSL,No,Credit Card,No
61,Male,60,85.48,Month-to-Month,No,No,Bank Transfer,No
20,Female,23,116.95,Month-to-Month,DSL,No,Electronic Check,Yes
59,Male,58,118.14,Month-to-Month,DSL,No,Mailed Check,Yes
59,Male,32,43.07,One Year,DSL,No,Mailed Check,No
36,Female,53,78.02,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
33,Female,53,78.55,Two Year,DSL,No,Bank Transfer,No
41,Female,14,51.77,Month-to-Month,Fiber Optic,Yes,Mailed Check,No
64,Female,29,52.22,Month-to-Month,DSL,Yes,Bank Transfer,No
34,Male,28,37.1,Month-to-Month,DSL,No,Bank Transfer,No
47,Male,49,53.32,One Year,Fiber Optic,No,Bank Transfer,Yes
67,Male,25,18.33,Month-to-Month,DSL,Yes,Electronic Check,No
69,Male,13,86.77,Month-to-Month,No,No,Credit Card,Yes
70,Male,69,78.16,Month-to-Month,Fiber Optic,No,Mailed Check,No
21,Male,12,21.61,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
44,Female,48,58.58,One Year,Fiber Optic,No,Mailed Check,No
28,Male,66,78.95,One Year,Fiber Optic,Yes,Credit Card,No
27,Female,3,48.88,Month-to-Month,DSL,No,Electronic Check,No
37,Female,64,53.85,Two Year,Fiber Optic,No,Electronic Check,Yes
54,Female,22,17.74,Month-to-Month,No,No,Bank Transfer,Yes
73,Male,26,32.01,Month-to-Month,DSL,Yes,Electronic Check,No
65,Female,16,74.38,Month-to-Month,DSL,No,Bank Transfer,Yes
47,Female,43,114.07,Month-to-Month,Fiber Optic,Yes,Bank Transfer,Yes
24,Male,13,79.85,Month-to-Month,DSL,No,Bank Transfer,Yes
66,Female,20,35.33,Month-to-Month,Fiber Optic,No,Credit Card,Yes
60,Female,45,40.56,Month-to-Month,DSL,No,Mailed Check,Yes
30,Female,57,31.03,One Year,DSL,Yes,Mailed Check,No
49,Female,14,99.59,Two Year,DSL,No,Mailed Check,No
38,Female,5,30.0,One Year,Fiber Optic,No,Credit Card,Yes
53,Female,11,106.96,Month-to-Month,Fiber Optic,Yes,Electronic Check,Yes
29,Male,18,104.92,One Year,DSL,No,Credit Card,Yes
65,Male,48,18.97,One Year,Fiber Optic,No,Bank Transfer,Yes
20,Female,21,86.79,Two Year,DSL,No,Electronic Check,No
64,Female,27,28.63,Month-to-Month,DSL,Yes,Electronic Check,No
42,Female,69,27.7,Month-to-Month,DSL,No,Electronic Check,Yes
73,Male,36,80.02,Month-to-Month,DSL,No,Mailed Check,Yes
34,Male,71,24.64,Two Year,Fiber Optic,No,Mailed Check,Yes
32,Female,30,10.33,One Year,DSL,Yes,Credit Card,No
32,Female,9,15.67,One Year,Fiber Optic,No,Bank Transfer,Yes
66,Male,50,45.21,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
33,Female,53,48.5,One Year,No,Yes,Electronic Check,No
20,Female,18,100.63,Month-to-Month,No,No,Bank Transfer,Yes
33,Male,70,55.47,Month-to-Month,Fiber Optic,No,Credit Card,Yes
47,Female,65,109.02,One Year,Fiber Optic,No,Electronic Check,Yes
59,Female,27,58.48,Month-to-Month,DSL,No,Credit Card,Yes
73,Male,32,106.87,Month-to-Month,Fiber Optic,Yes,Credit Card,Yes
35,Female,6,55.01,One Year,Fiber Optic,Yes,Electronic Check,No
45,Male,13,110.35,Month-to-Month,DSL,No,Credit Card,Yes
27,Female,56,69.11,Month-to-Month,Fiber Optic,Yes,Bank Transfer,Yes
22,Male,20,43.53,Two Year,Fiber Optic,Yes,Bank Transfer,No
44,Female,29,115.17,Month-to-Month,DSL,No,Credit Card,Yes
28,Male,19,107.14,One Year,DSL,No,Mailed Check,No
59,Male,62,53.2,Two Year,Fiber Optic,Yes,Electronic Check,Yes
60,Male,21,42.91,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
22,Male,59,68.91,Two Year,Fiber Optic,No,Mailed Check,Yes
59,Male,35,102.02,Two Year,Fiber Optic,Yes,Mailed Check,No
34,Male,30,56.86,One Year,Fiber Optic,Yes,Bank Transfer,No
24,Male,19,88.68,Month-to-Month,No,No,Mailed Check,Yes
40,Female,4,23.76,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
47,Male,33,72.82,Month-to-Month,DSL,No,Credit Card,Yes
59,Male,26,44.59,Month-to-Month,DSL,Yes,Mailed Check,Yes
19,Male,8,94.46,Month-to-Month,DSL,No,Credit Card,No
47,Female,69,66.34,One Year,Fiber Optic,No,Credit Card,No
43,Male,16,27.43,One Year,DSL,No,Electronic Check,No
70,Male,7,27.48,Month-to-Month,No,No,Bank Transfer,No
49,Female,48,116.7,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
41,Male,33,67.4,Month-to-Month,Fiber Optic,No,Credit Card,Yes
39,Male,18,42.56,One Year,Fiber Optic,No,Mailed Check,Yes
46,Female,28,99.24,Two Year,Fiber Optic,No,Credit Card,No
46,Male,70,95.59,Month-to-Month,DSL,No,Electronic Check,Yes
58,Male,56,31.9,Month-to-Month,DSL,Yes,Electronic Check,No
44,Female,51,34.78,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
28,Female,49,53.4,One Year,DSL,Yes,Credit Card,No
25,Male,14,15.32,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
72,Male,60,118.3,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
68,Female,56,82.33,One Year,Fiber Optic,No,Mailed Check,Yes
52,Female,5,101.45,One Year,DSL,No,Mailed Check,No
65,Female,23,91.43,Month-to-Month,DSL,No,Bank Transfer,Yes
53,Male,26,107.74,Month-to-Month,Fiber Optic,Yes,Mailed Check,Yes
34,Female,39,44.85,Month-to-Month,Fiber Optic,Yes,Mailed Check,No
24,Female,54,66.02,Month-to-Month,DSL,No,Credit Card,Yes
72,Male,15,47.0,Month-to-Month,DSL,No,Bank Transfer,Yes
26,Male,3,28.1,Two Year,Fiber Optic,No,Bank Transfer,Yes
20,Female,38,13.1,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
32,Female,60,11.35,One Year,Fiber Optic,Yes,Electronic Check,No
28,Female,5,109.79,Month-to-Month,Fiber Optic,Yes,Credit Card,Yes
29,Female,9,17.58,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
71,Female,44,13.91,Month-to-Month,Fiber Optic,No,Bank Transfer,No
53,Female,25,48.61,Two Year,DSL,Yes,Bank Transfer,No
71,Male,65,104.62,Month-to-Month,DSL,No,Bank Transfer,No
45,Female,38,93.46,Month-to-Month,DSL,No,Bank Transfer,Yes
72,Male,2,72.19,Month-to-Month,DSL,No,Mailed Check,No
38,Female,51,53.37,One Year,No,No,Credit Card,No
33,Male,45,88.72,Two Year,DSL,No,Credit Card,No
27,Male,65,56.96,Month-to-Month,DSL,No,Credit Card,Yes
66,Male,27,50.03,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
40,Male,9,50.04,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
27,Male,19,95.1,Two Year,Fiber Optic,No,Mailed Check,Yes
40,Male,13,23.35,Month-to-Month,DSL,No,Credit Card,No
19,Male,45,21.14,Month-to-Month,DSL,No,Mailed Check,Yes
38,Female,3,73.47,Month-to-Month,DSL,No,Credit Card,Yes
52,Female,12,116.79,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
38,Male,61,116.18,One Year,Fiber Optic,Yes,Electronic Check,No
55,Female,62,45.7,Month-to-Month,DSL,Yes,Electronic Check,Yes
22,Female,6,57.46,One Year,No,Yes,Electronic Check,No
39,Male,30,87.49,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
60,Male,55,73.94,One Year,DSL,No,Credit Card,No
36,Male,65,25.53,Month-to-Month,No,No,Mailed Check,Yes
54,Male,18,95.52,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
23,Male,23,58.45,Month-to-Month,DSL,Yes,Electronic Check,Yes
21,Male,58,89.33,Month-to-Month,Fiber Optic,No,Credit Card,Yes
37,Male,14,66.7,Two Year,DSL,Yes,Electronic Check,No
64,Male,69,56.45,Month-to-Month,DSL,No,Bank Transfer,No
71,Female,21,99.69,Two Year,Fiber Optic,No,Credit Card,No
49,Female,4,94.96,One Year,Fiber Optic,No,Credit Card,No
42,Female,22,77.52,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
45,Female,37,45.34,One Year,DSL,Yes,Credit Card,No
31,Female,59,78.0,Month-to-Month,DSL,Yes,Mailed Check,Yes
27,Female,57,37.66,Month-to-Month,Fiber Optic,Yes,Credit Card,Yes
33,Female,21,100.57,Month-to-Month,DSL,Yes,Electronic Check,No
54,Female,66,84.41,Month-to-Month,DSL,No,Electronic Check,No
49,Male,55,70.89,Month-to-Month,Fiber Optic,Yes,Mailed Check,Yes
65,Male,60,109.13,One Year,DSL,No,Mailed Check,No
61,Female,14,19.54,Month-to-Month,Fiber Optic,No,Bank Transfer,No
33,Male,20,103.44,Month-to-Month,Fiber Optic,Yes,Electronic Check,Yes
21,Male,26,51.33,Two Year,DSL,Yes,Credit Card,No
28,Male,30,94.6,Month-to-Month,DSL,Yes,Bank Transfer,No
49,Female,59,88.77,Month-to-Month,Fiber Optic,No,Credit Card,Yes
36,Female,8,39.53,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
49,Male,42,10.63,Two Year,DSL,No,Mailed Check,No
40,Male,71,21.57,Two Year,Fiber Optic,No,Bank Transfer,Yes
38,Female,44,22.16,Month-to-Month,Fiber Optic,No,Mailed Check,No
65,Male,17,11.82,Month-to-Month,No,No,Bank Transfer,No
53,Male,51,112.11,One Year,Fiber Optic,No,Credit Card,Yes
29,Female,20,58.11,One Year,DSL,Yes,Mailed Check,No
43,Female,37,112.84,Two Year,DSL,No,Credit Card,No
61,Female,21,107.76,Two Year,DSL,Yes,Mailed Check,No
30,Female,20,24.46,One Year,Fiber Optic,No,Credit Card,No
25,Female,2,19.91,One Year,Fiber Optic,Yes,Mailed Check,No
32,Male,14,56.25,One Year,DSL,Yes,Mailed Check,No
43,Male,24,89.96,Two Year,DSL,No,Credit Card,No
61,Male,20,93.84,One Year,Fiber Optic,No,Electronic Check,No
45,Female,53,21.78,Two Year,DSL,No,Bank Transfer,No
45,Male,19,102.19,Month-to-Month,No,No,Electronic Check,Yes
56,Female,62,52.65,Month-to-Month,DSL,No,Credit Card,Yes
68,Male,14,48.81,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
27,Male,49,25.47,Month-to-Month,No,No,Mailed Check,No
47,Male,61,68.17,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
68,Male,42,82.94,One Year,Fiber Optic,No,Credit Card,No
18,Female,5,97.5,One Year,Fiber Optic,Yes,Bank Transfer,Yes
60,Male,21,86.79,Month-to-Month,DSL,No,Mailed Check,No
45,Male,37,116.85,Month-to-Month,DSL,No,Electronic Check,No
33,Male,23,114.0,One Year,Fiber Optic,No,Electronic Check,No
39,Female,59,95.54,Month-to-Month,DSL,No,Electronic Check,Yes
40,Male,5,31.84,One Year,No,Yes,Credit Card,No
50,Male,60,78.92,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
71,Female,31,94.41,One Year,No,Yes,Bank Transfer,No
65,Female,2,40.04,Month-to-Month,Fiber Optic,No,Credit Card,Yes
27,Female,15,78.73,Two Year,No,Yes,Mailed Check,No
30,Male,61,95.54,Month-to-Month,Fiber Optic,Yes,Credit Card,Yes
53,Female,3,98.19,Month-to-Month,Fiber Optic,Yes,Electronic Check,No
42,Male,28,19.2,Month-to-Month,DSL,No,Credit Card,No
65,Female,62,14.84,Month-to-Month,Fiber Optic,Yes,Electronic Check,Yes
41,Female,49,34.17,Month-to-Month,DSL,No,Mailed Check,Yes
25,Male,52,102.04,One Year,Fiber Optic,No,Bank Transfer,Yes
31,Male,9,47.24,Month-to-Month,No,No,Electronic Check,Yes
40,Female,66,108.87,Month-to-Month,No,Yes,Bank Transfer,Yes
64,Female,65,95.13,Month-to-Month,No,Yes,Bank Transfer,No
38,Female,58,56.99,One Year,No,No,Electronic Check,No
62,Male,44,39.09,Two Year,Fiber Optic,No,Mailed Check,No
49,Female,51,30.97,Month-to-Month,DSL,No,Bank Transfer,No
33,Male,14,78.5,One Year,Fiber Optic,No,Bank Transfer,No
60,Female,15,70.07,Two Year,DSL,No,Electronic Check,Yes
36,Female,62,40.16,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
56,Female,27,57.07,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
53,Male,68,103.19,Month-to-Month,DSL,No,Mailed Check,Yes
19,Male,53,96.18,Two Year,Fiber Optic,No,Electronic Check,No
31,Female,25,54.27,One Year,No,No,Electronic Check,No
36,Male,40,55.88,Month-to-Month,DSL,No,Bank Transfer,Yes
24,Female,24,94.18,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
18,Male,35,17.23,One Year,Fiber Optic,No,Credit Card,Yes
54,Male,18,58.05,Two Year,No,Yes,Bank Transfer,No
69,Female,38,26.64,One Year,DSL,No,Mailed Check,No
22,Female,26,111.6,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
29,Female,29,118.35,Month-to-Month,DSL,Yes,Mailed Check,No
52,Male,33,79.96,One Year,Fiber Optic,Yes,Electronic Check,Yes
33,Female,51,102.12,Month-to-Month,DSL,No,Credit Card,No
50,Female,49,22.81,Two Year,Fiber Optic,Yes,Credit Card,No
27,Male,35,85.17,Month-to-Month,DSL,No,Mailed Check,No
53,Female,2,69.18,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
57,Male,41,68.65,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
47,Male,46,49.59,Month-to-Month,Fiber Optic,Yes,Credit Card,No
35,Female,11,86.7,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
43,Male,47,103.29,One Year,Fiber Optic,No,Mailed Check,No
48,Female,29,91.78,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
56,Male,38,41.04,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
51,Female,49,18.91,Two Year,Fiber Optic,No,Mailed Check,No
69,Male,15,85.94,Month-to-Month,DSL,Yes,Electronic Check,Yes
42,Female,68,27.2,Two Year,Fiber Optic,No,Credit Card,No
44,Female,46,83.69,One Year,DSL,Yes,Mailed Check,No
59,Male,51,37.82,One Year,Fiber Optic,Yes,Credit Card,No
33,Male,29,26.91,Month-to-Month,DSL,No,Bank Transfer,Yes
33,Male,70,78.36,Month-to-Month,No,No,Electronic Check,No
49,Female,58,35.93,One Year,Fiber Optic,No,Electronic Check,No
44,Female,36,34.39,Month-to-Month,Fiber Optic,Yes,Bank Transfer,Yes
28,Male,53,83.57,Month-to-Month,Fiber Optic,No,Credit Card,Yes
24,Male,15,43.2,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
63,Male,62,40.08,Month-to-Month,Fiber Optic,Yes,Credit Card,Yes
48,Male,68,14.15,Month-to-Month,Fiber Optic,No,Electronic Check,No
42,Female,50,17.66,Two Year,Fiber Optic,Yes,Electronic Check,Yes
55,Female,46,87.02,One Year,DSL,No,Credit Card,No
72,Male,66,36.3,One Year,Fiber Optic,No,Mailed Check,No
58,Female,59,95.09,One Year,DSL,Yes,Mailed Check,No
63,Male,34,85.58,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
25,Female,63,103.77,Month-to-Month,Fiber Optic,No,Credit Card,Yes
18,Female,9,73.72,Month-to-Month,DSL,Yes,Mailed Check,No
43,Female,3,80.77,Two Year,Fiber Optic,Yes,Mailed Check,No
30,Male,66,108.25,Two Year,DSL,No,Credit Card,No
62,Female,52,111.77,One Year,Fiber Optic,No,Credit Card,Yes
20,Female,15,96.21,Month-to-Month,DSL,No,Bank Transfer,Yes
32,Female,57,26.8,Month-to-Month,DSL,Yes,Bank Transfer,Yes
38,Male,26,46.38,Two Year,Fiber Optic,Yes,Bank Transfer,No
23,Female,42,29.65,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
48,Female,52,15.23,One Year,DSL,No,Mailed Check,No
18,Male,52,40.93,Two Year,No,No,Mailed Check,Yes
38,Female,56,46.01,One Year,Fiber Optic,No,Mailed Check,No
67,Female,56,85.42,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
60,Female,22,28.24,Month-to-Month,Fiber Optic,Yes,Credit Card,No
49,Female,58,34.83,Month-to-Month,DSL,Yes,Credit Card,No
22,Female,11,77.22,Month-to-Month,No,No,Credit Card,No
63,Female,41,118.08,One Year,Fiber Optic,No,Electronic Check,Yes
20,Female,7,82.82,One Year,DSL,Yes,Bank Transfer,No
51,Male,18,91.49,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
58,Male,13,17.84,Month-to-Month,DSL,No,Bank Transfer,No
37,Female,2,47.87,Month-to-Month,Fiber Optic,Yes,Mailed Check,Yes
